Source: DWSIM
Group i Group j          Aij          Aji 
----------------------------------------
      9      10    -825.7000    -568.0000
      9      14    -898.3000    -337.3000
      9      19    4894.0000    1616.0000
      9      22    -851.6000    -860.3000
      9      24     -16.1300    -230.4000
      9      25    -538.6000     523.0000
      9      27    -637.3000    -222.7000
     10      11     -37.3600     128.0000
     10      12     120.3000      48.9300
     10      13    1247.0000    -101.3000
     10      14     258.7000      58.8400
     10      15       5.2000      52.3800
     10      16    1000.0000     483.9000
     10      17    -301.0000     550.6000
     10      18      12.0100     342.2000
     10      19     -10.8800     550.0000
     10      20     902.6000     190.5000
     10      21     430.6000    -349.2000
     10      22    1010.0000     857.7000
     10      23     400.0000     377.0000
     10      24    -328.6000     211.6000
     10      25     211.6000      82.7700
     10      28     148.0000     417.4000
     11      12    1724.0000    -311.6000
     11      13       0.7500    1051.0000
     11      14    -245.8000    1090.0000
     11      16     751.8000     -47.5100
     12      13    1919.0000    -115.7000
     12      14      57.7000     -46.1300
     12      17    -347.9000     808.8000
     12      18    -249.3000     203.1000
     12      19      61.5900      70.1400
     12      25    -278.2000     -75.2300
     12      27    -208.4000    -201.9000
     12      28     -13.9100     123.2000
     12      30     173.8000    -281.9000
     13      14    -117.6000    1417.0000
     13      15     -96.6200    1402.0000
     13      16      19.7700     337.1000
     13      17    1670.0000     437.7000
     13      18      48.1500     370.4000
     13      19      43.8300     438.1000
     13      20     874.3000    1349.0000
     13      22     942.2000     681.4000
     13      23     446.3000     152.4000
     13      25     572.7000   -1707.0000
     13      28      -2.1600     639.7000
     14      15    -235.7000     461.3000
     14      17     108.9000    -132.9000
     14      18    -209.7000     176.5000
     14      19      54.5700     129.5000
     14      20     629.0000    -246.3000
     14      21    -149.2000       2.4100
     14      25     343.1000      29.8600
     15      16     301.1000     225.4000
     15      17     137.8000    -197.7000
     15      18    -154.3000     -20.9300
     15      19      47.6700     113.9000
     15      23      95.1800     -94.4900
     16      17     110.5000     -21.3500
     16      18     249.2000    -157.1000
     16      19      62.4200      11.8000
     17      19      56.3300      17.9700
     18      19     -30.1000      51.9000
     18      21      70.0400     -15.6200
     18      22     -75.5000    -216.3000
     18      27      18.9800    -114.7000
     19      20     475.8000    -255.4000
     19      21     492.0000     -54.8600
     19      22    1302.0000    8455.0000
     19      23     490.9000     -34.6800
     19      24     534.7000     514.6000
     20      21     346.2000    -465.2000
     20      23    -154.5000     794.4000
     20      25     124.8000    -241.7000
     20      27    -387.7000    -906.5000
     21      27     134.3000    -169.7000
     22      24       0.0000     175.8000
     22      25     125.3000     164.4000
     22      27     924.5000    -944.9000
     23      25     139.8000     481.3000
     24      25     963.0000    -246.0000
